MOVIES,YEAR,GENRE,RATING,Content,RunTime,VOTES
 Inventing Anna,2021,Drama,7.1,Movie,69,789
 Inventing Anna,2021,Drama,7.1,Movie,69,789
 Inventing Anna,2021,Drama,7.1,Movie,69,789
 Inventing Anna,2021,Drama,7.1,Movie,69,789
 Inventing Anna,2021,Drama,7.1,Movie,69,789
 Inventing Anna,2021,Drama,7.1,Movie,69,789
 Inventing Anna,2021,Drama,7.1,Movie,69,789
 Inventing Anna,2021,Drama,7.1,Movie,69,789
 Inventing Anna,2021,Drama,7.1,Movie,69,789
 Inventing Anna,2021,Drama,7.1,Movie,69,789
 Dynasty,2017,Drama,8,Movie,42,193
 Poketto monsutâ,1997,Animation,8.4,Movie,25,121
 The Dragon Prince,2018,Animation,8.8,Movie,69,434
 Alta mar,2019,Crime,7.9,Movie,69,91
 Alta mar,2019,Crime,7.6,Movie,69,79
 The Stranded,2019,Mystery,6.9,Movie,46,46
 The Stranded,2019,Mystery,6.8,Movie,47,44
 The Stranded,2019,Mystery,7,Movie,53,45
 The Stranded,2019,Mystery,6.8,Movie,53,44
 The Stranded,2019,Mystery,7.1,Movie,46,45
 La casa de las flores,2018,Comedy,7.5,Movie,35,276
 The Dragon Prince,2018,Animation,9.1,Movie,69,457
 The Devil Next Door,2019,Documentary,7.7,Movie,44,422
 The Devil Next Door,2019,Documentary,7.6,Movie,44,380
 The Devil Next Door,2019,Documentary,7.6,Movie,52,365
 The Devil Next Door,2019,Documentary,7.8,Movie,45,352
 The Devil Next Door,2019,Documentary,7.8,Movie,47,345
 Johnny Test,2005,Animation,6,Movie,23,23
 The Dragon Prince,2018,Animation,9.2,Movie,69,479
 Unsolved Mysteries,2020,Documentary,5.8,Movie,39,1069
 The Boondocks,2005,Animation,8.2,Movie,20,234
 The Boondocks,2005,Animation,7.9,Movie,22,266
 Jamtara: Sabka Number Ayega,2020,Crime,7.3,Movie,23,89
 Johnny Test,2005,Animation,5.8,Movie,23,23
 She-Ra and the Princesses of Power,2018,Animation,8.3,Movie,24,898
 She-Ra and the Princesses of Power,2018,Animation,8.1,Movie,24,895
 She-Ra and the Princesses of Power,2018,Animation,8.8,Movie,24,936
 She-Ra and the Princesses of Power,2018,Animation,8.7,Movie,24,940
 She-Ra and the Princesses of Power,2018,Animation,7.9,Movie,24,905
 She-Ra and the Princesses of Power,2018,Animation,9.3,Movie,24,1067
 She-Ra and the Princesses of Power,2018,Animation,8.7,Movie,24,940
 She-Ra and the Princesses of Power,2018,Animation,8.7,Movie,24,913
 She-Ra and the Princesses of Power,2018,Animation,9,Movie,24,972
 She-Ra and the Princesses of Power,2018,Animation,9.2,Movie,24,1006
 Barbarians,2020,Action,7.4,Movie,48,741
 Barbarians,2020,Action,7.5,Movie,43,802
 Barbarians,2020,Action,7.4,Movie,41,847
 Barbarians,2020,Action,7.4,Movie,52,990
 The Dragon Prince,2018,Animation,9.6,Movie,69,727
 Jamtara: Sabka Number Ayega,2020,Crime,7.1,Movie,27,91
 Disenchantment,2018,Animation,7.1,Movie,69,789
 Disenchantment,2018,Animation,7.1,Movie,69,789
 Disenchantment,2018,Animation,7.1,Movie,69,789
 Disenchantment,2018,Animation,7.1,Movie,69,789
 Disenchantment,2018,Animation,7.1,Movie,69,789
 Disenchantment,2018,Animation,7.1,Movie,69,789
 Disenchantment,2018,Animation,7.1,Movie,69,789
 Disenchantment,2018,Animation,7.1,Movie,69,789
 Disenchantment,2018,Animation,7.1,Movie,69,789
 Disenchantment,2018,Animation,7.1,Movie,69,789
 On My Block,2018,Comedy,7.9,Movie,28,167
 Mr. Iglesias,2019,Comedy,7.3,Movie,26,106
 Explained,2018,Documentary,8.6,Movie,69,420
 The Sinner,2017,Crime,6.5,Movie,45,1240
 Ginny & Georgia,2021,Comedy,7.4,Movie,54,524
 Ginny & Georgia,2021,Comedy,7.7,Movie,54,506
 Ginny & Georgia,2021,Comedy,7.6,Movie,55,489
 Ginny & Georgia,2021,Comedy,7.7,Movie,55,525
 Ginny & Georgia,2021,Comedy,7.8,Movie,56,562
 Ginny & Georgia,2021,Comedy,7.4,Movie,54,574
 Young Wallander,2020,Crime,7.2,Movie,69,330
 Johnny Test,2005,Animation,6.2,Movie,23,29
 The Stranded,2019,Mystery,7.1,Movie,50,50
 Young Wallander,2020,Crime,7.5,Movie,69,321
 Selena: The Series,2020,Biography,7.2,Movie,40,181
 Selena: The Series,2020,Biography,7.4,Movie,37,155
 Selena: The Series,2020,Biography,7.8,Movie,36,141
 Avatar: The Last Airbender,2005,Animation,7.8,Movie,30,2949
 Selena: The Series,2020,Biography,7.6,Movie,37,137
 Selena: The Series,2020,Biography,7.7,Movie,40,131
 Selena: The Series,2020,Biography,7.5,Movie,36,132
 Astronomy Club,2019,Comedy,6.4,Movie,69,38
 The Witcher,2019,Action,7.1,Movie,69,789
 Baby,2018,Drama,7.6,Movie,51,95
 Queen Sono,2020,Crime,6.8,Movie,69,65
 Queen Sono,2020,Crime,6.8,Movie,69,56
 Queen Sono,2020,Crime,6.8,Movie,69,47
 Queen Sono,2020,Crime,6.7,Movie,69,48
 Black Lightning,2017,Sci-Fi,6.7,Movie,41,323
 Sky Rojo,2021,Action,7,Movie,28,372
 Lucifer,2016,Crime,9.1,Movie,55,3267
 Lucifer,2016,Crime,9.4,Movie,61,4612
 Explained,2018,Documentary,8.2,Movie,69,267
 Riverdale,2017,Crime,7.6,Movie,42,788
 Dynasty,2017,Drama,8.5,Movie,42,209
 Young Wallander,2020,Crime,7.4,Movie,69,297
 Young Wallander,2020,Crime,7.5,Movie,69,292
 Young Wallander,2020,Crime,7.2,Movie,69,294
 La casa de las flores,2018,Comedy,8.2,Movie,30,66
 Fast & Furious Spy Racers,2019,Animation,6.7,Movie,69,117
 Dash & Lily,2020,Romance,7.8,Movie,23,327
 Dash & Lily,2020,Romance,7.8,Movie,23,299
 Dash & Lily,2020,Romance,7.8,Movie,25,265
 Dash & Lily,2020,Romance,7.9,Movie,27,253
 Dash & Lily,2020,Romance,7.6,Movie,27,250
 Dash & Lily,2020,Romance,7.9,Movie,25,249
 Dash & Lily,2020,Romance,7.8,Movie,25,249
 Dash & Lily,2020,Romance,8.2,Movie,27,266
 Le Bazar de la Charité,2019,Historical,8.2,Movie,47,156
 Le Bazar de la Charité,2019,Historical,7.8,Movie,55,104
 Bir Baskadir,2020,Thriller,8.5,Movie,49,779
 The Boondocks,2005,Animation,8,Movie,23,258
 Le Bazar de la Charité,2019,Historical,7.7,Movie,49,94
 La casa de papel,2017,Crime,7.4,Movie,52,6057
 The Umbrella Academy,2019,Action,8.4,Movie,50,2911
 The Umbrella Academy,2019,Action,8.6,Movie,47,3012
 The Umbrella Academy,2019,Action,9.1,Movie,49,3928
 Riverdale,2017,Crime,7.2,Movie,42,717
 Mortel,2019,Crime,8.1,Movie,45,44
 Mortel,2019,Crime,6.9,Movie,49,43
 Mortel,2019,Crime,7.3,Movie,49,44
 Mortel,2019,Crime,7.3,Movie,54,43
 Black Lightning,2017,Sci-Fi,7.2,Movie,42,328
 Explained,2018,Documentary,7.3,Movie,69,228
 Mortel,2019,Crime,8,Movie,46,44
 Narcoworld: Dope Stories,2019,Documentary,7.2,Movie,47,45
 Narcoworld: Dope Stories,2019,Documentary,7,Movie,39,32
 Narcoworld: Dope Stories,2019,Documentary,7.5,Movie,37,28
 Narcoworld: Dope Stories,2019,Documentary,6.8,Movie,38,29
 Kevin Hart: Don't F**k This Up,2019,Documentary,6.5,Movie,69,102
 Kevin Hart: Don't F**k This Up,2019,Documentary,6.5,Movie,69,94
 Kevin Hart: Don't F**k This Up,2019,Documentary,6.5,Movie,69,94
 Kevin Hart: Don't F**k This Up,2019,Documentary,6.4,Movie,69,91
 Kevin Hart: Don't F**k This Up,2019,Documentary,6.6,Movie,69,91
 Kevin Hart: Don't F**k This Up,2019,Documentary,6.6,Movie,69,88
 Avatar: The Last Airbender,2005,Animation,9.5,Movie,47,3275
 Black Lightning,2017,Sci-Fi,7.3,Movie,41,395
 Don't F**k with Cats: Hunting an Internet Killer,2019,Documentary,8.4,Movie,66,1311
 Don't F**k with Cats: Hunting an Internet Killer,2019,Documentary,8.4,Movie,57,1206
 Don't F**k with Cats: Hunting an Internet Killer,2019,Documentary,8.2,Movie,64,1179
 Poketto monsutâ,1997,Animation,8.1,Movie,69,82
 Dynasty,2017,Drama,8.2,Movie,42,197
 Avatar: The Last Airbender,2005,Animation,9.2,Movie,47,3092
 Jamtara: Sabka Number Ayega,2020,Crime,7,Movie,25,89
 Johnny Test,2005,Animation,5.8,Movie,23,20
 Brand New Cherry Flavor,2021,Horror,7.1,Movie,69,789
 Brand New Cherry Flavor,2021,Horror,7.1,Movie,69,789
 Explained,2018,Documentary,7.5,Movie,69,242
 The Flash,2014,Action,7.1,Movie,42,1398
 The Flash,2014,Action,7.7,Movie,42,1392
 Sorjonen,2016,Crime,7.5,Movie,56,126
 Sorjonen,2016,Crime,7.1,Movie,60,139
 Sorjonen,2016,Crime,7.3,Movie,59,123
 Sorjonen,2016,Crime,7.2,Movie,58,118
 Sorjonen,2016,Crime,7.2,Movie,59,114
 Sorjonen,2016,Crime,7.5,Movie,60,112
 Sorjonen,2016,Crime,7.8,Movie,60,112
 Sorjonen,2016,Crime,7.8,Movie,57,95
 Sorjonen,2016,Crime,8,Movie,60,120
 Sugar Rush Christmas,2019,Reality-TV,6.5,Movie,69,38
 Sugar Rush Christmas,2019,Reality-TV,6.7,Movie,69,34
 Sugar Rush Christmas,2019,Reality-TV,6.6,Movie,69,29
 Sugar Rush Christmas,2019,Reality-TV,6.9,Movie,69,27
 Sugar Rush Christmas,2019,Reality-TV,6.4,Movie,69,27
 Sugar Rush Christmas,2019,Reality-TV,6.6,Movie,69,26
 Avatar: The Last Airbender,2005,Animation,9,Movie,25,2986
 Brand New Cherry Flavor,2021,Horror,7.1,Movie,69,789
 Brand New Cherry Flavor,2021,Horror,7.1,Movie,69,789
 Brand New Cherry Flavor,2021,Horror,7.1,Movie,69,789
 Brand New Cherry Flavor,2021,Horror,7.1,Movie,69,789
 Brand New Cherry Flavor,2021,Horror,7.1,Movie,69,789
 Brand New Cherry Flavor,2021,Horror,7.1,Movie,69,789
 Virgin River,2019,Romance,7.7,Movie,45,295
 Virgin River,2019,Romance,7.7,Movie,40,306
 Virgin River,2019,Romance,7.8,Movie,41,295
 Virgin River,2019,Romance,8,Movie,44,310
 Virgin River,2019,Romance,8.5,Movie,45,380
 Hollywood Insider,2018,Talk-Show,7.1,Movie,69,789
 Hollywood Insider,2018,Talk-Show,7.1,Movie,69,789
 The Confession Killer,2019,Documentary,7.2,Movie,45,318
 The Confession Killer,2019,Documentary,7.5,Movie,50,287
 The Confession Killer,2019,Documentary,7.6,Movie,49,271
 The Confession Killer,2019,Documentary,7.7,Movie,46,255
 The Confession Killer,2019,Documentary,7.6,Movie,50,248
 Lupin,2021,Crime,7.9,Movie,47,3271
 Riverdale,2017,Crime,7.1,Movie,42,668
 Le Bazar de la Charité,2019,Historical,7.9,Movie,53,89
 Le Bazar de la Charité,2019,Historical,7.9,Movie,48,88
 Undercover,2019,Thriller,7.8,Movie,49,258
 Undercover,2019,Thriller,7.2,Movie,49,241
 Undercover,2019,Thriller,7.5,Movie,50,247
 Undercover,2019,Thriller,7.8,Movie,51,232
 Undercover,2019,Thriller,7.5,Movie,46,286
 Halston,2021,Biography,7.7,Movie,46,546
 Unsolved Mysteries,2020,Documentary,7.7,Movie,49,841
 Unsolved Mysteries,2020,Documentary,7.4,Movie,43,666
 Unsolved Mysteries,2020,Documentary,7.1,Movie,46,913
 Jamtara: Sabka Number Ayega,2020,Crime,7.1,Movie,30,89
 Clickbait,2021,Crime,7.1,Movie,69,789
 Jamtara: Sabka Number Ayega,2020,Crime,7.1,Movie,25,90
 Astronomy Club,2019,Comedy,6.8,Movie,69,30
 Astronomy Club,2019,Comedy,6.7,Movie,69,28
 Astronomy Club,2019,Comedy,7.1,Movie,69,25
 Astronomy Club,2019,Comedy,6.7,Movie,69,23
 Astronomy Club,2019,Comedy,6.8,Movie,69,22
 Virgin River,2019,Romance,8.2,Movie,45,521
 Lugar de Mulher,2019,Comedy,5.6,Movie,16,5
 Riverdale,2017,Crime,7.1,Movie,42,684
 Hit and Run,2021,Crime,7.1,Movie,69,789
 La casa de papel,2017,Crime,7.1,Movie,44,5514
 La casa de papel,2017,Crime,7,Movie,42,5380
 La casa de papel,2017,Crime,7.4,Movie,53,5289
 La casa de papel,2017,Crime,6.8,Movie,42,5972
 La casa de papel,2017,Crime,7.2,Movie,45,6162
 La casa de papel,2017,Crime,8.2,Movie,52,5896
 Le Bazar de la Charité,2019,Historical,7.9,Movie,48,87
 Le Bazar de la Charité,2019,Historical,8,Movie,54,85
 Age of Samurai: Battle for Japan,2021,Documentary,7.4,Movie,43,215
 Age of Samurai: Battle for Japan,2021,Documentary,7.4,Movie,42,177
 Age of Samurai: Battle for Japan,2021,Documentary,7.6,Movie,42,167
 Age of Samurai: Battle for Japan,2021,Documentary,7.4,Movie,43,157
 Age of Samurai: Battle for Japan,2021,Documentary,7.5,Movie,43,142
 Age of Samurai: Battle for Japan,2021,Documentary,7.4,Movie,44,138
 Vikings,2013,Action,7.8,Movie,69,202
 La casa de papel,2017,Crime,8.2,Movie,60,7176
 Untitled Lakers Project,2022,Sports,7.1,Movie,69,789
 Desenfrenadas,2020,Comedy,8.2,Movie,69,31
 The Circle,2020,Reality-TV,7.5,Movie,63,175
 A Suitable Boy,2020,Romance,6.1,Movie,58,156
 Jamtara: Sabka Number Ayega,2020,Crime,6.8,Movie,23,92
 Black Summer,2019,Horror,7.8,Movie,44,736
 Johnny Test,2005,Animation,5.6,Movie,23,21
 The Upshaws,2021,Comedy,8.5,Movie,69,46
 The Boondocks,2005,Animation,8.3,Movie,23,278
 The Sinner,2017,Crime,6.5,Movie,46,1275
 The Sinner,2017,Crime,6.4,Movie,42,1297
 The Sinner,2017,Crime,5.6,Movie,50,1980
 A Suitable Boy,2020,Romance,6.2,Movie,58,239
 Hit and Run,2021,Crime,7.1,Movie,69,789
 Kalifat,2020,Thriller,7.5,Movie,47,371
 Next in Fashion,2020,Reality-TV,7.3,Movie,50,113
 Hache,2019,Thriller,6.7,Movie,47,24
 The Boondocks,2005,Animation,7.7,Movie,23,207
 Blood & Water,2020,Mystery,7.5,Movie,44,68
 Blood & Water,2020,Mystery,7.5,Movie,50,63
 Blood & Water,2020,Mystery,7.9,Movie,49,63
 Blood & Water,2020,Mystery,7.6,Movie,53,61
 Blood & Water,2020,Mystery,7.7,Movie,51,65
 Equinox,2020,Fantasy,6.9,Movie,46,267
 Equinox,2020,Fantasy,6.9,Movie,46,232
 Equinox,2020,Fantasy,6.9,Movie,52,218
 Equinox,2020,Fantasy,7,Movie,43,208
 Equinox,2020,Fantasy,6.9,Movie,41,204
 Equinox,2020,Fantasy,6.2,Movie,42,230
 Lupin,2021,Crime,7.8,Movie,52,2653
 Lupin,2021,Crime,7.6,Movie,42,2428
 Fauda,2015,Thriller,8.2,Movie,50,310
 Nisman,2019,Documentary,7.9,Movie,54,33
 Nisman,2019,Documentary,8,Movie,65,20
 Nisman,2019,Documentary,7.7,Movie,59,18
 Nisman,2019,Documentary,8,Movie,68,17
 Nisman,2019,Documentary,8.5,Movie,65,17
 Nisman,2019,Documentary,7.9,Movie,62,15
 The Boondocks,2005,Animation,7.7,Movie,22,208
 Jamtara: Sabka Number Ayega,2020,Crime,7,Movie,69,103
 Dynasty,2017,Drama,8.2,Movie,42,197
 Fast & Furious Spy Racers,2019,Animation,7.4,Movie,69,84
 Fast & Furious Spy Racers,2019,Animation,7.6,Movie,69,76
 Fast & Furious Spy Racers,2019,Animation,7.5,Movie,69,70
 Fast & Furious Spy Racers,2019,Animation,7.8,Movie,69,69
 Fast & Furious Spy Racers,2019,Animation,7.8,Movie,69,69
 Fast & Furious Spy Racers,2019,Animation,7.8,Movie,69,69
 Fast & Furious Spy Racers,2019,Animation,7.8,Movie,69,74
 Fauda,2015,Thriller,8.3,Movie,50,272
 Black Lightning,2017,Sci-Fi,7,Movie,40,309
 Johnny Test,2005,Animation,6.1,Movie,22,29
 Hit and Run,2021,Crime,7.1,Movie,69,789
 Hit and Run,2021,Crime,7.1,Movie,69,789
 The A List,2018,Crime,8.3,Movie,28,35
 The Circle,2020,Reality-TV,7.3,Movie,49,158
 The Circle,2020,Reality-TV,7.7,Movie,44,155
 The Circle,2020,Reality-TV,7.6,Movie,46,151
 Johnny Test,2005,Animation,5.7,Movie,23,21
 Fauda,2015,Thriller,8.3,Movie,44,257
 The Circle,2020,Reality-TV,7.3,Movie,48,136
 The Circle,2020,Reality-TV,7.9,Movie,45,141
 The Circle,2020,Reality-TV,8,Movie,53,140
 The Circle,2020,Reality-TV,8.1,Movie,48,155
 Hit and Run,2021,Crime,7.1,Movie,69,789
 The Last Kingdom,2015,Historical,8.9,Movie,50,1765
 The Last Kingdom,2015,Historical,8.9,Movie,52,1761
 Trollhunters,2016,Animation,8.3,Movie,1,23
 Fauda,2015,Thriller,8.1,Movie,40,248
 Dynasty,2017,Drama,7.8,Movie,42,187
 Selena: The Series,2020,Biography,7.5,Movie,38,129
 The Circle,2020,Reality-TV,8,Movie,47,137
 The Circle,2020,Reality-TV,7.8,Movie,47,132
 The Circle,2020,Reality-TV,8,Movie,42,135
 The Circle,2020,Reality-TV,7.2,Movie,56,151
 Vikings,2013,Action,8.7,Movie,69,178
 Vikings,2013,Action,8.6,Movie,69,192
 The Epic Tales of Captain Underpants,2018,Animation,6.3,Movie,37,94
 The Pharmacist,2020,Documentary,7.8,Movie,61,243
 The Pharmacist,2020,Documentary,8,Movie,59,215
 The Pharmacist,2020,Documentary,8.3,Movie,48,204
 The Pharmacist,2020,Documentary,8.2,Movie,49,195
 Night on Earth,2020,Documentary,7.8,Movie,53,303
 Poketto monsutâ,1997,Animation,7.8,Movie,21,59
 Dynasty,2017,Drama,8,Movie,42,166
 Dynasty,2017,Drama,7.6,Movie,42,194
 Black Lightning,2017,Sci-Fi,7,Movie,42,304
 Fauda,2015,Thriller,8.2,Movie,38,248
 13 Reasons Why,2017,Thriller,6.2,Movie,57,1619
 Riverdale,2017,Crime,6.9,Movie,42,647
 Kalifat,2020,Thriller,7.6,Movie,47,315
 Black Lightning,2017,Sci-Fi,7.2,Movie,41,302
 Pandemic: How to Prevent an Outbreak,2020,Documentary,6.7,Movie,52,221
 Pandemic: How to Prevent an Outbreak,2020,Documentary,6.6,Movie,50,153
 The Witcher,2019,Action,7.1,Movie,69,789
 The Witcher,2019,Action,7.1,Movie,69,789
 The Witcher,2019,Action,7.1,Movie,69,789
 The Witcher,2019,Action,7.1,Movie,69,789
 The Witcher,2019,Action,7.1,Movie,69,789
 The Witcher,2019,Action,7.1,Movie,69,789
 The Witcher,2019,Action,7.1,Movie,69,789
 Pandemic: How to Prevent an Outbreak,2020,Documentary,6.5,Movie,69,123
 Pandemic: How to Prevent an Outbreak,2020,Documentary,6.6,Movie,49,107
 Pandemic: How to Prevent an Outbreak,2020,Documentary,6.6,Movie,69,101
 Pandemic: How to Prevent an Outbreak,2020,Documentary,6.9,Movie,69,96
 Onisciente,2020,Sci-Fi,7.2,Movie,69,74
 Glitch Techs,2020,Animation,8.5,Movie,69,45
 Glitch Techs,2020,Animation,8.6,Movie,69,40
 Glitch Techs,2020,Animation,8.7,Movie,69,40
 Glitch Techs,2020,Animation,8.7,Movie,69,42
 Glitch Techs,2020,Animation,8.5,Movie,69,41
 Glitch Techs,2020,Animation,8.7,Movie,69,41
 Glitch Techs,2020,Animation,8.9,Movie,69,47
 Glitch Techs,2020,Animation,8.8,Movie,69,43
 Riverdale,2017,Crime,7.4,Movie,42,692
 Riverdale,2017,Crime,8.1,Movie,42,769
 The Flash,2014,Action,7.8,Movie,42,1300
 Vikings,2013,Action,9.2,Movie,69,304
 Avatar: The Last Airbender,2005,Animation,9.3,Movie,24,3294
 Kalifat,2020,Thriller,7.8,Movie,47,301
 Fauda,2015,Thriller,8,Movie,46,244
 The Haunting of Bly Manor,2020,Horror,7.5,Movie,45,3541
 Black Lightning,2017,Sci-Fi,7.8,Movie,42,329
 Kalifat,2020,Thriller,7.9,Movie,47,292
 Diablero,2018,Fantasy,7.3,Movie,69,39
 Dirty Money,2018,Documentary,7.6,Movie,69,365
 Night on Earth,2020,Documentary,8.2,Movie,45,248
 Night on Earth,2020,Documentary,7.9,Movie,53,202
 Night on Earth,2020,Documentary,8.2,Movie,48,211
 Night on Earth,2020,Documentary,8.2,Movie,41,197
 Night on Earth,2020,Documentary,7.9,Movie,51,179
 Onisciente,2020,Sci-Fi,7.1,Movie,69,97
 Onisciente,2020,Sci-Fi,7.1,Movie,69,83
 Onisciente,2020,Sci-Fi,7.3,Movie,69,80
 Onisciente,2020,Sci-Fi,7.5,Movie,69,77
 Onisciente,2020,Sci-Fi,6.8,Movie,69,109
 The Last Kingdom,2015,Historical,9,Movie,55,1930
 The Last Kingdom,2015,Historical,9.1,Movie,52,1854
 The Last Kingdom,2015,Historical,9.4,Movie,55,2278
 Next in Fashion,2020,Reality-TV,7.5,Movie,69,98
 Next in Fashion,2020,Reality-TV,7.6,Movie,69,88
 Next in Fashion,2020,Reality-TV,6.2,Movie,69,111
 Next in Fashion,2020,Reality-TV,7,Movie,69,90
 Next in Fashion,2020,Reality-TV,6.7,Movie,69,86
 Next in Fashion,2020,Reality-TV,7.4,Movie,69,81
 Next in Fashion,2020,Reality-TV,7,Movie,69,81
 Next in Fashion,2020,Reality-TV,7.4,Movie,69,77
 Next in Fashion,2020,Reality-TV,8.1,Movie,69,85
 Hit and Run,2021,Crime,7.1,Movie,69,789
 Hit and Run,2021,Crime,7.1,Movie,69,789
 13 Reasons Why,2017,Thriller,6.1,Movie,57,1507
 13 Reasons Why,2017,Thriller,6.6,Movie,61,1694
 Fauda,2015,Thriller,8.6,Movie,43,283
 Diablero,2018,Fantasy,7.3,Movie,69,35
 Diablero,2018,Fantasy,7.2,Movie,69,33
 Diablero,2018,Fantasy,7,Movie,69,32
 Diablero,2018,Fantasy,7.2,Movie,69,31
 Diablero,2018,Fantasy,7.1,Movie,69,35
 The Flash,2014,Action,8.1,Movie,42,1411
 Baby,2018,Drama,7.7,Movie,49,85
 Baby,2018,Drama,8,Movie,43,92
 Baby,2018,Drama,7.6,Movie,39,83
 Baby,2018,Drama,7.8,Movie,43,89
 Baby,2018,Drama,7.9,Movie,49,105
 Sex/Life,2021,Romance,6.3,Movie,45,333
 Black Lightning,2017,Sci-Fi,7.1,Movie,69,288
 Black Lightning,2017,Sci-Fi,7.3,Movie,41,300
 Black Lightning,2017,Sci-Fi,7.5,Movie,42,311
 Country Comfort,2021,Family,6.8,Movie,69,109
 Country Comfort,2021,Family,7.8,Movie,69,92
 Country Comfort,2021,Family,8.1,Movie,69,92
 Country Comfort,2021,Family,7.9,Movie,69,82
 Country Comfort,2021,Family,8.2,Movie,69,85
 Country Comfort,2021,Family,8.3,Movie,69,78
 Country Comfort,2021,Family,8,Movie,69,71
 Country Comfort,2021,Family,8.4,Movie,69,73
 Country Comfort,2021,Family,8.5,Movie,69,75
 Country Comfort,2021,Family,8.9,Movie,69,95
 Sex/Life,2021,Romance,6.3,Movie,69,253
 Sex/Life,2021,Romance,6.5,Movie,51,233
 Sex/Life,2021,Romance,6.2,Movie,43,188
 Sex/Life,2021,Romance,6.6,Movie,46,190
 Sex/Life,2021,Romance,6.7,Movie,47,183
 Sex/Life,2021,Romance,6.3,Movie,51,181
 Sex/Life,2021,Romance,4.7,Movie,52,278
 Fauda,2015,Thriller,8.3,Movie,44,256
 One Piece,2018,Action,7.1,Movie,41,789
 Dynasty,2017,Drama,8.2,Movie,42,173
 The Boondocks,2005,Animation,8,Movie,22,199
 The Boondocks,2005,Animation,8.5,Movie,24,235
 Kalifat,2020,Thriller,7.9,Movie,47,278
 One Piece,2018,Action,7.1,Movie,69,789
 One Piece,2018,Action,7.1,Movie,69,789
 One Piece,2018,Action,7.1,Movie,69,789
 One Piece,2018,Action,7.1,Movie,69,789
 One Piece,2018,Action,7.1,Movie,69,789
 One Piece,2018,Action,7.1,Movie,69,789
 One Piece,2018,Action,7.1,Movie,69,789
 One Piece,2018,Action,7.1,Movie,69,789
 One Piece,2018,Action,7.1,Movie,69,789
 The Late Late Show with James Corden,2015,Comedy,7.1,Movie,69,789
 Sex Education,2019,Comedy,7.1,Movie,69,789
 A Suitable Boy,2020,Romance,6.3,Movie,58,119
 A Suitable Boy,2020,Romance,6.3,Movie,58,122
 Avatar: The Last Airbender,2005,Animation,8.8,Movie,46,2880
 Desenfrenadas,2020,Comedy,7.7,Movie,69,40
 Desenfrenadas,2020,Comedy,7.9,Movie,69,34
 Desenfrenadas,2020,Comedy,7.8,Movie,69,32
 Desenfrenadas,2020,Comedy,8,Movie,69,32
 Desenfrenadas,2020,Comedy,8.2,Movie,69,35
 Desenfrenadas,2020,Comedy,8.2,Movie,69,33
 Desenfrenadas,2020,Comedy,7.9,Movie,69,29
 Desenfrenadas,2020,Comedy,8.1,Movie,69,31
 Desenfrenadas,2020,Comedy,8.2,Movie,69,29
 Siempre Bruja,2019,Fantasy,8.3,Movie,69,19
 Siempre Bruja,2019,Fantasy,8.3,Movie,69,19
 Siempre Bruja,2019,Fantasy,8.2,Movie,69,18
 Siempre Bruja,2019,Fantasy,8.2,Movie,69,17
 Siempre Bruja,2019,Fantasy,8.2,Movie,69,20
 The Windsors,2016,Comedy,7.2,Movie,69,46
 The Windsors,2016,Comedy,7.3,Movie,69,39
 The Windsors,2016,Comedy,7.3,Movie,69,38
 The Windsors,2016,Comedy,7.4,Movie,69,38
 The Windsors,2016,Comedy,7.3,Movie,69,33
 Love Is Blind,2020,Reality-TV,6.1,Movie,58,201
 Love Is Blind,2020,Reality-TV,6.1,Movie,59,173
 After Life,2019,Comedy,7.9,Movie,27,1755
 After Life,2019,Comedy,8.1,Movie,31,1696
 After Life,2019,Comedy,8.3,Movie,26,1667
 After Life,2019,Comedy,8.5,Movie,28,1716
 After Life,2019,Comedy,9,Movie,30,2245
 Love Is Blind,2020,Reality-TV,6.2,Movie,53,160
 Love Is Blind,2020,Reality-TV,6.5,Movie,48,150
 Love Is Blind,2020,Reality-TV,6.2,Movie,51,144
 Love Is Blind,2020,Reality-TV,6.4,Movie,57,140
 Love Is Blind,2020,Reality-TV,6.5,Movie,49,138
 Love Is Blind,2020,Reality-TV,6.3,Movie,54,130
 Love Is Blind,2020,Reality-TV,6.3,Movie,55,129
 Love Is Blind,2020,Reality-TV,7.2,Movie,84,138
 The Boondocks,2005,Animation,8.7,Movie,23,263
 Masters of the Universe: Revelation,2021,Animation,6.6,Movie,25,1507
 Masters of the Universe: Revelation,2021,Animation,5.5,Movie,24,1190
 Masters of the Universe: Revelation,2021,Animation,5.7,Movie,24,1063
 Masters of the Universe: Revelation,2021,Animation,6,Movie,26,1033
 Masters of the Universe: Revelation,2021,Animation,5.9,Movie,27,1042
 Masters of the Universe: Revelation,2021,Animation,7.1,Movie,69,789
 Johnny Test,2005,Animation,5.9,Movie,23,26
 Johnny Test,2005,Animation,5.8,Movie,23,20
 Taj Mahal 1989,2020,Romance,7.2,Movie,31,29
 Taj Mahal 1989,2020,Romance,7.3,Movie,36,31
 Taj Mahal 1989,2020,Romance,7.7,Movie,34,24
 Taj Mahal 1989,2020,Romance,7.8,Movie,33,26
 Taj Mahal 1989,2020,Romance,7.8,Movie,36,24
 Taj Mahal 1989,2020,Romance,8,Movie,36,26
 Riverdale,2017,Crime,7.4,Movie,42,767
 Kalifat,2020,Thriller,8.3,Movie,47,291
 The Boondocks,2005,Animation,8.7,Movie,22,242
 On the Verge,2021,Comedy,7.1,Movie,69,789
